,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018
0,13/04/2020,13,4,2020,52,0,Afghanistan,AF,AFG,37172386.0
1,12/04/2020,12,4,2020,34,3,Afghanistan,AF,AFG,37172386.0
2,11/04/2020,11,4,2020,37,0,Afghanistan,AF,AFG,37172386.0
3,10/04/2020,10,4,2020,61,1,Afghanistan,AF,AFG,37172386.0
4,09/04/2020,9,4,2020,56,3,Afghanistan,AF,AFG,37172386.0
5,08/04/2020,8,4,2020,30,4,Afghanistan,AF,AFG,37172386.0
6,07/04/2020,7,4,2020,38,0,Afghanistan,AF,AFG,37172386.0
7,06/04/2020,6,4,2020,29,2,Afghanistan,AF,AFG,37172386.0
8,05/04/2020,5,4,2020,35,1,Afghanistan,AF,AFG,37172386.0
9,04/04/2020,4,4,2020,0,0,Afghanistan,AF,AFG,37172386.0
10,03/04/2020,3,4,2020,43,0,Afghanistan,AF,AFG,37172386.0
11,02/04/2020,2,4,2020,26,0,Afghanistan,AF,AFG,37172386.0
12,01/04/2020,1,4,2020,25,0,Afghanistan,AF,AFG,37172386.0
13,31/03/2020,31,3,2020,27,0,Afghanistan,AF,AFG,37172386.0
14,30/03/2020,30,3,2020,8,1,Afghanistan,AF,AFG,37172386.0
15,29/03/2020,29,3,2020,15,1,Afghanistan,AF,AFG,37172386.0
16,28/03/2020,28,3,2020,16,1,Afghanistan,AF,AFG,37172386.0
17,27/03/2020,27,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
18,26/03/2020,26,3,2020,33,0,Afghanistan,AF,AFG,37172386.0
19,25/03/2020,25,3,2020,2,0,Afghanistan,AF,AFG,37172386.0
20,24/03/2020,24,3,2020,6,1,Afghanistan,AF,AFG,37172386.0
21,23/03/2020,23,3,2020,10,0,Afghanistan,AF,AFG,37172386.0
22,22/03/2020,22,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
23,21/03/2020,21,3,2020,2,0,Afghanistan,AF,AFG,37172386.0
24,20/03/2020,20,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
25,19/03/2020,19,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
26,18/03/2020,18,3,2020,1,0,Afghanistan,AF,AFG,37172386.0
27,17/03/2020,17,3,2020,5,0,Afghanistan,AF,AFG,37172386.0
28,16/03/2020,16,3,2020,6,0,Afghanistan,AF,AFG,37172386.0
29,15/03/2020,15,3,2020,3,0,Afghanistan,AF,AFG,37172386.0
30,11/03/2020,11,3,2020,3,0,Afghanistan,AF,AFG,37172386.0
31,08/03/2020,8,3,2020,3,0,Afghanistan,AF,AFG,37172386.0
32,02/03/2020,2,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
33,01/03/2020,1,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
34,29/02/2020,29,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
35,28/02/2020,28,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
36,27/02/2020,27,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
37,26/02/2020,26,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
38,25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386.0
39,24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
40,23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
41,22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
42,21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
43,20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
44,19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
45,18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
46,17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
47,16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
48,15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
49,14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
50,13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
51,12/02/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
52,11/02/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
53,10/02/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
54,09/02/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
55,08/02/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
56,07/02/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
57,06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
58,05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
59,04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
60,03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
61,02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
62,01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
63,31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
64,30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
65,29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
66,28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
67,27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
68,26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
69,25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
70,24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
71,23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
72,22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
73,21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
74,20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
75,19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
76,18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
77,17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
78,16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
79,15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
80,14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
81,13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
82,12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
83,11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
84,10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
85,09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
86,08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
87,07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
88,06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
89,05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
90,04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
91,03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
92,02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
93,01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
94,31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386.0
95,13/04/2020,13,4,2020,13,0,Albania,AL,ALB,2866376.0
96,12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2866376.0
97,11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2866376.0
98,10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2866376.0
99,09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2866376.0
100,08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2866376.0
101,07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2866376.0
102,06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2866376.0
103,05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2866376.0
104,04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2866376.0
105,03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2866376.0
106,02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2866376.0
107,01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2866376.0
108,31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2866376.0
109,30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2866376.0
110,29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2866376.0
111,28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376.0
112,27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376.0
113,26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376.0
114,25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376.0
115,24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376.0
116,23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376.0
117,22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376.0
118,21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376.0
119,20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376.0
120,19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376.0
121,18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376.0
122,17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376.0
123,16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376.0
124,15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376.0
125,14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376.0
126,13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376.0
127,12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376.0
128,11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376.0
129,10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376.0
130,09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376.0
131,13/04/2020,13,4,2020,89,18,Algeria,DZ,DZA,42228429.0
132,12/04/2020,12,4,2020,64,19,Algeria,DZ,DZA,42228429.0
133,11/04/2020,11,4,2020,95,21,Algeria,DZ,DZA,42228429.0
134,10/04/2020,10,4,2020,94,30,Algeria,DZ,DZA,42228429.0
135,09/04/2020,9,4,2020,104,11,Algeria,DZ,DZA,42228429.0
136,08/04/2020,8,4,2020,45,21,Algeria,DZ,DZA,42228429.0
137,07/04/2020,7,4,2020,103,21,Algeria,DZ,DZA,42228429.0
138,06/04/2020,6,4,2020,20,22,Algeria,DZ,DZA,42228429.0
139,05/04/2020,5,4,2020,314,47,Algeria,DZ,DZA,42228429.0
140,04/04/2020,4,4,2020,139,25,Algeria,DZ,DZA,42228429.0
141,03/04/2020,3,4,2020,0,0,Algeria,DZ,DZA,42228429.0
142,02/04/2020,2,4,2020,263,23,Algeria,DZ,DZA,42228429.0
143,01/04/2020,1,4,2020,73,4,Algeria,DZ,DZA,42228429.0
144,31/03/2020,31,3,2020,57,2,Algeria,DZ,DZA,42228429.0
145,30/03/2020,30,3,2020,45,3,Algeria,DZ,DZA,42228429.0
146,29/03/2020,29,3,2020,104,5,Algeria,DZ,DZA,42228429.0
147,28/03/2020,28,3,2020,0,0,Algeria,DZ,DZA,42228429.0
148,27/03/2020,27,3,2020,41,4,Algeria,DZ,DZA,42228429.0
149,26/03/2020,26,3,2020,33,0,Algeria,DZ,DZA,42228429.0
150,25/03/2020,25,3,2020,42,0,Algeria,DZ,DZA,42228429.0
151,24/03/2020,24,3,2020,87,2,Algeria,DZ,DZA,42228429.0
152,23/03/2020,23,3,2020,8,5,Algeria,DZ,DZA,42228429.0
153,22/03/2020,22,3,2020,0,0,Algeria,DZ,DZA,42228429.0
154,21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429.0
155,20/03/2020,20,3,2020,9,1,Algeria,DZ,DZA,42228429.0
156,19/03/2020,19,3,2020,13,1,Algeria,DZ,DZA,42228429.0
157,18/03/2020,18,3,2020,0,1,Algeria,DZ,DZA,42228429.0
158,17/03/2020,17,3,2020,12,0,Algeria,DZ,DZA,42228429.0
159,16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429.0
160,15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429.0
161,14/03/2020,14,3,2020,2,1,Algeria,DZ,DZA,42228429.0
162,13/03/2020,13,3,2020,4,1,Algeria,DZ,DZA,42228429.0
163,12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429.0
164,09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429.0
165,06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429.0
166,05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429.0
167,04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429.0
168,02/03/2020,2,3,2020,2,0,Algeria,DZ,DZA,42228429.0
169,01/03/2020,1,3,2020,0,0,Algeria,DZ,DZA,42228429.0
170,29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429.0
171,28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429.0
172,27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429.0
173,26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429.0
174,25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429.0
175,24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429.0
176,23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429.0
177,22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429.0
178,21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429.0
179,20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429.0
180,19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429.0
181,18/02/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429.0
182,17/02/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429.0
183,16/02/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429.0
184,15/02/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429.0
185,14/02/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429.0
186,13/02/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429.0
187,12/02/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429.0
188,11/02/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429.0
189,10/02/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429.0
190,09/02/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429.0
191,08/02/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429.0
192,07/02/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429.0
193,06/02/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429.0
194,05/02/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429.0
195,04/02/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429.0
196,03/02/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429.0
197,02/02/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429.0
198,01/02/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429.0
199,31/01/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429.0
200,30/01/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429.0
201,29/01/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429.0
202,28/01/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429.0
203,27/01/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429.0
204,26/01/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429.0
205,25/01/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429.0
206,24/01/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429.0
207,23/01/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429.0
208,22/01/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429.0
209,21/01/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429.0
210,20/01/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429.0
211,19/01/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429.0
212,18/01/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429.0
213,17/01/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429.0
214,16/01/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429.0
215,15/01/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429.0
216,14/01/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429.0
217,13/01/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429.0
218,12/01/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429.0
219,11/01/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429.0
220,10/01/2020,10,1,2020,0,0,Algeria,DZ,DZA,42228429.0
221,09/01/2020,9,1,2020,0,0,Algeria,DZ,DZA,42228429.0
222,08/01/2020,8,1,2020,0,0,Algeria,DZ,DZA,42228429.0
223,07/01/2020,7,1,2020,0,0,Algeria,DZ,DZA,42228429.0
224,06/01/2020,6,1,2020,0,0,Algeria,DZ,DZA,42228429.0
225,05/01/2020,5,1,2020,0,0,Algeria,DZ,DZA,42228429.0
226,04/01/2020,4,1,2020,0,0,Algeria,DZ,DZA,42228429.0
227,03/01/2020,3,1,2020,0,0,Algeria,DZ,DZA,42228429.0
228,02/01/2020,2,1,2020,0,0,Algeria,DZ,DZA,42228429.0
229,01/01/2020,1,1,2020,0,0,Algeria,DZ,DZA,42228429.0
230,31/12/2019,31,12,2019,0,0,Algeria,DZ,DZA,42228429.0
231,13/04/2020,13,4,2020,16,1,Andorra,AD,AND,77006.0
232,12/04/2020,12,4,2020,21,2,Andorra,AD,AND,77006.0
233,11/04/2020,11,4,2020,18,1,Andorra,AD,AND,77006.0
234,10/04/2020,10,4,2020,19,2,Andorra,AD,AND,77006.0
235,09/04/2020,9,4,2020,19,1,Andorra,AD,AND,77006.0
236,08/04/2020,8,4,2020,19,1,Andorra,AD,AND,77006.0
237,07/04/2020,7,4,2020,25,3,Andorra,AD,AND,77006.0
238,06/04/2020,6,4,2020,35,1,Andorra,AD,AND,77006.0
239,05/04/2020,5,4,2020,27,1,Andorra,AD,AND,77006.0
240,04/04/2020,4,4,2020,11,1,Andorra,AD,AND,77006.0
241,03/04/2020,3,4,2020,38,1,Andorra,AD,AND,77006.0
242,02/04/2020,2,4,2020,14,2,Andorra,AD,AND,77006.0
243,01/04/2020,1,4,2020,6,4,Andorra,AD,AND,77006.0
244,31/03/2020,31,3,2020,36,2,Andorra,AD,AND,77006.0
245,30/03/2020,30,3,2020,26,2,Andorra,AD,AND,77006.0
246,29/03/2020,29,3,2020,41,1,Andorra,AD,AND,77006.0
247,28/03/2020,28,3,2020,43,0,Andorra,AD,AND,77006.0
248,27/03/2020,27,3,2020,36,3,Andorra,AD,AND,77006.0
249,26/03/2020,26,3,2020,24,0,Andorra,AD,AND,77006.0
250,25/03/2020,25,3,2020,31,0,Andorra,AD,AND,77006.0
251,24/03/2020,24,3,2020,20,0,Andorra,AD,AND,77006.0
252,23/03/2020,23,3,2020,25,0,Andorra,AD,AND,77006.0
253,22/03/2020,22,3,2020,13,0,Andorra,AD,AND,77006.0
254,21/03/2020,21,3,2020,0,0,Andorra,AD,AND,77006.0
255,20/03/2020,20,3,2020,22,0,Andorra,AD,AND,77006.0
256,19/03/2020,19,3,2020,39,0,Andorra,AD,AND,77006.0
257,18/03/2020,18,3,2020,0,0,Andorra,AD,AND,77006.0
258,17/03/2020,17,3,2020,9,0,Andorra,AD,AND,77006.0
259,16/03/2020,16,3,2020,3,0,Andorra,AD,AND,77006.0
260,14/03/2020,14,3,2020,1,0,Andorra,AD,AND,77006.0
261,03/03/2020,3,3,2020,1,0,Andorra,AD,AND,77006.0
262,13/04/2020,13,4,2020,0,0,Angola,AO,AGO,30809762.0
263,12/04/2020,12,4,2020,0,0,Angola,AO,AGO,30809762.0
264,11/04/2020,11,4,2020,0,0,Angola,AO,AGO,30809762.0
265,10/04/2020,10,4,2020,0,0,Angola,AO,AGO,30809762.0
266,09/04/2020,9,4,2020,2,0,Angola,AO,AGO,30809762.0
267,08/04/2020,8,4,2020,1,0,Angola,AO,AGO,30809762.0
268,07/04/2020,7,4,2020,2,0,Angola,AO,AGO,30809762.0
269,06/04/2020,6,4,2020,4,0,Angola,AO,AGO,30809762.0
270,05/04/2020,5,4,2020,2,0,Angola,AO,AGO,30809762.0
271,04/04/2020,4,4,2020,0,0,Angola,AO,AGO,30809762.0
272,03/04/2020,3,4,2020,0,0,Angola,AO,AGO,30809762.0
273,02/04/2020,2,4,2020,1,0,Angola,AO,AGO,30809762.0
274,01/04/2020,1,4,2020,0,0,Angola,AO,AGO,30809762.0
275,31/03/2020,31,3,2020,0,0,Angola,AO,AGO,30809762.0
276,30/03/2020,30,3,2020,3,2,Angola,AO,AGO,30809762.0
277,29/03/2020,29,3,2020,0,0,Angola,AO,AGO,30809762.0
278,28/03/2020,28,3,2020,1,0,Angola,AO,AGO,30809762.0
279,27/03/2020,27,3,2020,1,0,Angola,AO,AGO,30809762.0
280,26/03/2020,26,3,2020,0,0,Angola,AO,AGO,30809762.0
281,25/03/2020,25,3,2020,0,0,Angola,AO,AGO,30809762.0
282,24/03/2020,24,3,2020,0,0,Angola,AO,AGO,30809762.0
283,23/03/2020,23,3,2020,0,0,Angola,AO,AGO,30809762.0
284,22/03/2020,22,3,2020,2,0,Angola,AO,AGO,30809762.0
285,13/04/2020,13,4,2020,0,0,Anguilla,AI,,
286,12/04/2020,12,4,2020,0,0,Anguilla,AI,,
287,11/04/2020,11,4,2020,0,0,Anguilla,AI,,
288,10/04/2020,10,4,2020,0,0,Anguilla,AI,,
289,09/04/2020,9,4,2020,0,0,Anguilla,AI,,
290,08/04/2020,8,4,2020,0,0,Anguilla,AI,,
291,07/04/2020,7,4,2020,0,0,Anguilla,AI,,
292,06/04/2020,6,4,2020,0,0,Anguilla,AI,,
293,05/04/2020,5,4,2020,0,0,Anguilla,AI,,
294,04/04/2020,4,4,2020,0,0,Anguilla,AI,,
295,03/04/2020,3,4,2020,1,0,Anguilla,AI,,
296,02/04/2020,2,4,2020,0,0,Anguilla,AI,,
297,01/04/2020,1,4,2020,0,0,Anguilla,AI,,
298,31/03/2020,31,3,2020,0,0,Anguilla,AI,,
299,30/03/2020,30,3,2020,0,0,Anguilla,AI,,
300,29/03/2020,29,3,2020,0,0,Anguilla,AI,,
301,28/03/2020,28,3,2020,0,0,Anguilla,AI,,
302,27/03/2020,27,3,2020,2,0,Anguilla,AI,,
303,13/04/2020,13,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
304,12/04/2020,12,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
305,11/04/2020,11,4,2020,2,0,Antigua_and_Barbuda,AG,ATG,96286.0
306,10/04/2020,10,4,2020,4,2,Antigua_and_Barbuda,AG,ATG,96286.0
307,09/04/2020,9,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
308,08/04/2020,8,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
309,07/04/2020,7,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
310,06/04/2020,6,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
311,05/04/2020,5,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
312,04/04/2020,4,4,2020,6,0,Antigua_and_Barbuda,AG,ATG,96286.0
313,03/04/2020,3,4,2020,2,0,Antigua_and_Barbuda,AG,ATG,96286.0
314,02/04/2020,2,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
315,01/04/2020,1,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
316,31/03/2020,31,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
317,30/03/2020,30,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
318,29/03/2020,29,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
319,28/03/2020,28,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
320,27/03/2020,27,3,2020,4,0,Antigua_and_Barbuda,AG,ATG,96286.0
321,26/03/2020,26,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
322,25/03/2020,25,3,2020,2,0,Antigua_and_Barbuda,AG,ATG,96286.0
323,24/03/2020,24,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
324,23/03/2020,23,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
325,22/03/2020,22,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
326,21/03/2020,21,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
327,15/03/2020,15,3,2020,1,0,Antigua_and_Barbuda,AG,ATG,96286.0
328,13/04/2020,13,4,2020,71,6,Argentina,AR,ARG,44494502.0
329,12/04/2020,12,4,2020,162,7,Argentina,AR,ARG,44494502.0
330,11/04/2020,11,4,2020,81,3,Argentina,AR,ARG,44494502.0
331,10/04/2020,10,4,2020,99,14,Argentina,AR,ARG,44494502.0
332,09/04/2020,9,4,2020,80,5,Argentina,AR,ARG,44494502.0
333,08/04/2020,8,4,2020,87,7,Argentina,AR,ARG,44494502.0
334,07/04/2020,7,4,2020,74,7,Argentina,AR,ARG,44494502.0
335,06/04/2020,6,4,2020,103,3,Argentina,AR,ARG,44494502.0
336,05/04/2020,5,4,2020,186,6,Argentina,AR,ARG,44494502.0
337,04/04/2020,4,4,2020,132,3,Argentina,AR,ARG,44494502.0
338,03/04/2020,3,4,2020,0,3,Argentina,AR,ARG,44494502.0
339,02/04/2020,2,4,2020,167,7,Argentina,AR,ARG,44494502.0
340,01/04/2020,1,4,2020,0,0,Argentina,AR,ARG,44494502.0
341,31/03/2020,31,3,2020,146,4,Argentina,AR,ARG,44494502.0
342,30/03/2020,30,3,2020,75,1,Argentina,AR,ARG,44494502.0
343,29/03/2020,29,3,2020,55,2,Argentina,AR,ARG,44494502.0
344,28/03/2020,28,3,2020,101,5,Argentina,AR,ARG,44494502.0
345,27/03/2020,27,3,2020,87,4,Argentina,AR,ARG,44494502.0
346,26/03/2020,26,3,2020,115,2,Argentina,AR,ARG,44494502.0
347,25/03/2020,25,3,2020,86,2,Argentina,AR,ARG,44494502.0
348,24/03/2020,24,3,2020,35,0,Argentina,AR,ARG,44494502.0
349,23/03/2020,23,3,2020,41,0,Argentina,AR,ARG,44494502.0
350,22/03/2020,22,3,2020,67,1,Argentina,AR,ARG,44494502.0
351,21/03/2020,21,3,2020,30,0,Argentina,AR,ARG,44494502.0
352,20/03/2020,20,3,2020,31,1,Argentina,AR,ARG,44494502.0
353,19/03/2020,19,3,2020,18,0,Argentina,AR,ARG,44494502.0
354,18/03/2020,18,3,2020,14,0,Argentina,AR,ARG,44494502.0
355,17/03/2020,17,3,2020,9,0,Argentina,AR,ARG,44494502.0
356,16/03/2020,16,3,2020,11,0,Argentina,AR,ARG,44494502.0
357,15/03/2020,15,3,2020,11,0,Argentina,AR,ARG,44494502.0
358,14/03/2020,14,3,2020,3,1,Argentina,AR,ARG,44494502.0
359,13/03/2020,13,3,2020,12,0,Argentina,AR,ARG,44494502.0
360,11/03/2020,11,3,2020,7,0,Argentina,AR,ARG,44494502.0
